DISTRITO,REGIÓN,PACTO,ORDEN,NOMBRE,PARTIDO,PARTIDO ASOCIADO,DIPUTADO 2025,SENADOR 2025
14,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,7,RICARDO MARTÍNEZ VALENCIA,IEPAYH,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,1,PATRICIO LAGUNA GEBAUER,IND,DEMOCRATAS,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,2,LENNIN ARROYO VEGA,IND,DEMOCRATAS,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,3,EMILIANO ORUETA BUSTOS,RN,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,4,JUAN DE DIOS VALDIVIESO TAGLE,RN,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,5,PIA MARGARIT BAHAMONDE,UDI,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,6,NATALIA ROMERO TALGUIA,IND,UDI,1.0,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",1,CLAUDIO RAFAEL SEGOVIA COFRE,IND,AH,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",2,NICOLAS ALEJANDRO SALGADO AHUMADA,IND,AH,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",3,FRANKLIN ESTEBAN GALLARDO GALLARDO,IND,AH,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",4,HUGO BOZA VALDENEGRO,FREVS,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",5,MARTA GONZALEZ OLEA,IND,FREVS,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",6,HUGO GUZMAN MILLAN,IND,FREVS,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,1,PATRICIO RODRIGO ARENAS ROMÁN,PSC,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,2,PAULA ANDREA MUÑOZ CARRASCO,PSC,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,3,FERNANDO UGARTE TEJEDA,REP,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,4,EMILIANO GARCÍA BOBADILLA,REP,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,5,CHRISTIAN ANDRÉS VARGAS PAREDES,PNL,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,6,JAVIERA VALENTINA MORENO CERPA,PNL,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,UNIDAD POR CHILE ,1,RAÚL SOTO,PPD,,1.0,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,UNIDAD POR CHILE ,2,FERNANDO ZAMORANO,PPD,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,UNIDAD POR CHILE ,3,RAISA MARTÍNEZ,PC,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,UNIDAD POR CHILE ,4,VALENTINA CÁCERES,IND,FA,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,UNIDAD POR CHILE ,5,CAROLINA HERRERA CONTRERAS,IND,PS,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,UNIDAD POR CHILE ,6,MARCELA RIQUELME,IND,PR,1.0,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PARTIDO DE LA GENTE ,1,PEDRO ANDRÉS GUBERNATTI TORO,PDG,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PARTIDO DE LA GENTE ,2,MARCELA DEL CARMEN NARVÁEZ ZAPATA,PDG,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PARTIDO DE LA GENTE ,3,JOSÉ MIGUEL LATORRE LUDUEÑA,PDG,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PARTIDO DE LA GENTE ,4,CARLA EUGENIA RUBIO CARRASCO,PDG,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PARTIDO DE LA GENTE ,5,LUISA ELENA CÁCERES MIRANDA,PDG,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,PARTIDO DE LA GENTE ,6,RODRIGO ALBERTO PEÑAILILLO VALENZUELA,PDG,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,AMARILLOS,1,Carol AROS SEGUEL,AMARILLOS,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,AMARILLOS,2,Paz SUÁREZ BRIONES,AMARILLOS,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,AMARILLOS,3,EUGENIO VALDIVIA LATORRE,AMARILLOS,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,AMARILLOS,4,JAVIER MELLA VÁSQUEZ,AMARILLOS,,,
15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,AMARILLOS,5,FAVIO VÁSQUEZ PAVEZ,AMARILLOS,,,16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,1,CARLA MORALES MALDONADO,RN,,1.0,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,2,HUMBERTO GARCIA DIAZ,IND,RN,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,3,IGNACIO MORI PEREZ,EVOPOLI,,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,4,RICARDO NEUMANN BERTIN,UDI,,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHILE GRANDE Y UNIDO,5,EDUARDO CORNEJO LAGOS,UDI,,1.0,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",1,ANTONIO CARVACHO CARDENAS,FREVS,,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",2,CRISTIAN DIAZ CORREA,IND,FREVS,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",3,JAIME GONZALEZ RAMIREZ,IND,FREVS,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",4,MARIA CAROLINA MIRANDA CAMPOS,IND,FREVS,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,"VERDES, REGIONALISTAS Y HUMANISTAS",5,PAMELA FRANCISCA NAVARRO LEPPE,IND,AH,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,1,SEBASTIAN CRISTOFFANINI JARAQUEMADA,REP,,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,2,MARÍA DEL PILAR ZÚÑIGA ZAMORANO,REP,,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,3,LUIS ANTONIO BUSTAMANTE MORAGA,PNL,,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,4,CONSTANZA CAROLINA FLORES ADRIÁN,IND,,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CAMBIO POR CHILE,5,FRANCISCO JOSÉ AVARIA MARRACCINI,PSC,,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,UNIDAD POR CHILE ,1,FÉLIX BUGUEÑO,FA,,1.0,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,UNIDAD POR CHILE ,2,FLORENIA CARVAJAL,PPD,,,
16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,UNIDAD POR CHILE ,3,CAROLINA CUCUMIDES,IND,PS,,
